URL d'accès au document;Type de document;Titre;Auteurs;Contributeur;Éditeurs;Date d'édition;Description;Sujet;Nombre de Vues;Code Sdewey;Sdewey;Set OAI;Provenance;Ark Catalogue;Ark Recueil;Droits
https://gallica.bnf.fr/ark:/12148/bpt6k5611963n;monographie;La palme présentée au Roy et à la Reine à Sainct Germain en Laye le jour des Rameaux, pour un symbole de paix;;;G. Sassier (Paris);1649;;;10;84;Littérature francophone;gallica:theme:8:84 ¤ gallica:typedoc:monographies;bnf.fr;cb33524557c;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k5724899c;monographie;Tableau racourci des courtisans, en vers burlesques;;;;1649;;;14;80;Littérature:Généralités;gallica:theme:8:80 ¤ gallica:typedoc:monographies;bnf.fr;cb33620375z;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k5851962t;monographie;Le Vive le Roy ! des Parisiens sur le retour de son glorieux monarque Louis XIV de ce nom, par N. I.T.;Jamin, Nicolas (16..?-16..). Auteur du texte;;A Paris, chez Pierre Du Pont, ruë des Sept Voyes, devant Sainct Hilaire. M. DC. XLIX.;1649;;;14;80;Littérature:Généralités;gallica:theme:8:80 ¤ gallica:typedoc:monographies;bnf.fr;cb30644273z;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k5707898b;monographie;Ode panégyrique à Mgr l'archevesque de Corinthe, coadjuteur de Paris [par Du Teil];"Du Teil, Jean (16..-16.. ; poète). Auteur du texte";;A. Lesselin (Paris);1649;;;12;20;Religion:Généralités;gallica:corpus:LangRous1 ¤ gallica:theme:2:20 ¤ gallica:typedoc:monographies;bnf.fr;cb303889615;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k57121280;monographie;Les entretiens du prince de Condé & du prince de Conty. Respondant l'un à l'autre par dialogue.;;;A Paris, chez Claude Boudeville, ruë des Carmes au Lys fleurissant. 1650.;1650;;;8;80;Littérature:Généralités;gallica:theme:8:80 ¤ gallica:typedoc:monographies;bnf.fr;cb33369352s;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k5611898h;monographie;Le Pont-Neuf frondé.;;;A Paris, M. DC. LII.;1652;;;10;84;Littérature francophone;gallica:theme:8:84 ¤ gallica:typedoc:monographies;bnf.fr;cb33543169f;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k5659592k;monographie;L'Ambrion de Mazarin sur sa naissance;;;A Paris, M.DC.XLXI [i.e. 1651];1651;;;10;80;Littérature:Généralités;gallica:theme:8:80 ¤ gallica:typedoc:monographies;bnf.fr;cb359423133;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k5426112x;monographie;Le véritable Gille le Niais. En vers burlesques;;;;1649;;;10;44;Français;gallica:theme:4:44 ¤ gallica:typedoc:monographies;bnf.fr;cb33640225j;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k5426080d;monographie;Les visages qui se demontent. En vers burlesques;;;[Paris, Jean Musnier ?, 1649];1649;;;10;80;Littérature:Généralités;gallica:theme:8:80 ¤ gallica:typedoc:monographies;bnf.fr;cb336462924;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k5543990r;monographie;La chasse à Mazarin;;;M. Mettayer (Paris);1649;;;10;84;Littérature francophone;gallica:theme:8:84 ¤ gallica:typedoc:monographies;bnf.fr;cb33297151v;cb421393414 ¤ cb42140138q;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k5620112j;monographie;L'oracle de Morphée pour le retour du Roy.;;;A Paris, chez la veufve d'Anthoine Coulon, ruë d'Ecosse, Aux Trois Cramaillieres. M. DC. XLIX. Avec permission.;1649;;;10;84;Littérature francophone;gallica:theme:8:84 ¤ gallica:typedoc:monographies;bnf.fr;cb335203226;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k5576627q;monographie;L'adieu des escrivains. Triolets;;;A Paris, chez Denys Pelé, ruë de la vieille Bouclerie, au gros Tournois. M. DC. L.;1650;;;10;80;Littérature:Généralités;gallica:theme:8:80 ¤ gallica:typedoc:monographies;bnf.fr;cb36121080h;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k5676009z;monographie;Le cavalier d'outre-mer;;;;1649;;;14;80;Littérature:Généralités;gallica:theme:8:80 ¤ gallica:typedoc:monographies;bnf.fr;cb332892475;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k5425912c;monographie;Le Quendira-t'on de Mazarin . Burlesques;;;A. Quenet (Paris);1649;;;12;84;Littérature francophone;gallica:theme:8:84 ¤ gallica:typedoc:monographies;bnf.fr;cb335610244;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k5679322s;monographie;La Catastrophe burlesque. Sur l'enlèvement du Roy, avec la représentation du Miroir enchanté dans lequel on voit la justification de Mazarin en la place de Gréve;;;Ve A. Musnier (Paris);1649;;;18;80;Littérature:Généralités;gallica:theme:8:80 ¤ gallica:typedoc:monographies;bnf.fr;cb33285707b;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k54293648;monographie;Triolets sur Cambray;;;[s.n.][s.n.];1649;;;10;84;Littérature francophone;gallica:corpus:NordPdeC1 ¤ gallica:theme:8:84 ¤ gallica:typedoc:monographies;bnf.fr;cb33631496n;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k5722082q;monographie;La sauve-garde de la vie humaine;;;[S. l. n. d.];1649;;;14;80;Littérature:Généralités;gallica:theme:8:80 ¤ gallica:typedoc:monographies;bnf.fr;cb41462663k;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k56916736;monographie;Description de la boutique à Vivenay, caprice;;;J. Brunet (Paris);1649;;;10;80;Littérature:Généralités;gallica:theme:8:80 ¤ gallica:typedoc:monographies;bnf.fr;cb33341191s;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k5545346w;monographie;Le pour et contre de la Cour.;;;[S.l., 1649];1649;;France (1643-1715, Louis XIV);10;80;Littérature:Généralités;gallica:theme:8:80 ¤ gallica:typedoc:monographies;bnf.fr;cb33544512t;cb421401559 ¤ cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k5425940p;monographie;La vérité du temps reconnuë de tous;;;;1652;;;10;80;Littérature:Généralités;gallica:theme:8:80 ¤ gallica:typedoc:monographies;bnf.fr;cb33640514q;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k5426130v;monographie;Coq-à-l'asne, ou Lettre burlesque du sieur Voiture ressuscité, au preux chevalier Guischeus, alias le mareschal de Grammont, sur les affaires et nouvelles du temps;Sarasin, Jean-François (1614-1654). Auteur du texte;;chez la veuve et les héritiers de l'autheur, rue Bonconseil, à l'enseigne du bout du Monde (À Paris);1649;;;10;84;Littérature francophone;gallica:theme:8:84 ¤ gallica:typedoc:monographies;bnf.fr;cb31600436n;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k56188036;monographie;Le patissier en colere sur les boulangers et les taverniers. En vers burlesques.;;;A Paris, chez Nicolas de La Vigne, prés Sainct Hilaire. M. DC. XLIX. Avec permission.;1649;;;10;84;Littérature francophone;gallica:theme:8:84 ¤ gallica:typedoc:monographies;bnf.fr;cb335282565;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k5575899k;monographie;Ambassade burlesque des filles de :joye: +joie+ au Cardinal;;;A Paris. M.DC.XLIX;1649;;;10;84;Littérature francophone;gallica:theme:8:84 ¤ gallica:typedoc:monographies;bnf.fr;cb33239396m;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k5611893f;monographie;La souppe frondee.;;;M. DC. XLIX.;1649;;;10;84;Littérature francophone;gallica:theme:8:84 ¤ gallica:typedoc:monographies;bnf.fr;cb336089336;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k5684331g;monographie;Le burlesque festin ou l'aliance contractée entre Mardy-Gras et la foire S. Germain;;;François Noel (Paris);1649;;;10;84;Littérature francophone;gallica:theme:8:84 ¤ gallica:typedoc:monographies;bnf.fr;cb332748791;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k5612227p;monographie;Le Paranimphe Mazarinique;;;;1651;;;11;84;Littérature francophone;gallica:theme:8:84 ¤ gallica:typedoc:monographies;bnf.fr;cb33525795q;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k5695581n;monographie;XII Anagrammes sur l'auguste nom de Sa Majesté très-crestiène Louis, quatorzième du nom, roy de France et de Navarre. Au roy, à raison des affaires présentes, par Jean Douet,...;Douet, Jean (15..-1657). Auteur du texte;;;1648;;;10;80;Littérature:Généralités;gallica:theme:8:80 ¤ gallica:typedoc:monographies;bnf.fr;cb30351423x;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k56955718;monographie;Diverses pieces sur les colomnes et pilliers des maltotiers Et les vingt Rimes sur leur Patriarche.;;;A Paris, Chez Jacques Guillery, ruë des Sept-Voyes devant le College de Fortet, proche Mont-Aigu. M. DC. XLIX. Avec permission.;1649;;;10;80;Littérature:Généralités;gallica:theme:8:80 ¤ gallica:typedoc:monographies;bnf.fr;cb33352862k;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k56129310;monographie;La science universelle des :courtisans:+courtisants+. 2, Seconde partie de la science universelle des courtisans , qui consiste dans les comparaisons de leur grammaire. En vers burlesques;;;[s.n.] (Paris);1649;;;14;84;Littérature francophone;gallica:theme:8:84 ¤ gallica:typedoc:monographies;bnf.fr;cb33598476s;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k56085813;monographie;Le bandeau de l'honneur. En vers burlesques.;;;A Paris. M. DC. XLIX.;1649;;;14;84;Littérature francophone;gallica:theme:8:84 ¤ gallica:typedoc:monographies;bnf.fr;cb332550936;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k56119642;monographie;Les plaintes de la France sur l'estat présent;;;;1649;;;10;58;Botanique;gallica:theme:5:58 ¤ gallica:typedoc:monographies;bnf.fr;cb33539403k;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k5425908g;monographie;Le Qu'as-tu- :veu: +vu+ de la cour , rapportant tout ce qui si est faict & passé;;;A Paris, M.DC.LII;1652;;;10;80;Littérature:Généralités;gallica:theme:8:80 ¤ gallica:typedoc:monographies;bnf.fr;cb359464527;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k5851782w;monographie;La Dernière souppe à l'ognon pour Mazarin, ou la Confirmation de l'arrest du huictième janvier mil six cens quarante neuf, en vers burlesque. [Signé : Nicolas Le Dru.];Laffemas, Laurent de. Auteur du texte;;N. Jacquard (Paris);1649;;;10;80;Littérature:Généralités;gallica:theme:8:80 ¤ gallica:typedoc:monographies;bnf.fr;cb307140342;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k55769500;monographie;L'achat de Mazarin, en vers burlesques.;;;M. DC. XLIX.;1649;;;14;80;Littérature:Généralités;gallica:theme:8:80 ¤ gallica:typedoc:monographies;bnf.fr;cb35940431t;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k5613262f;monographie;Le sens dessus-dessous, ou le malheur universel de toutes les conditions;;;;1649;;;14;84;Littérature francophone;gallica:theme:8:84 ¤ gallica:typedoc:monographies;bnf.fr;cb33600906c;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k56119323;monographie;Le plaisant frétillement du temps qui court;;;;1650;;;10;84;Littérature francophone;gallica:theme:8:84 ¤ gallica:typedoc:monographies;bnf.fr;cb33539455t;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k5723563d;monographie;Les palmes du grand Prince de Condé;;;imp. de N. Vivenay (Paris);1652;;;10;80;Littérature:Généralités;gallica:theme:8:80 ¤ gallica:typedoc:monographies;bnf.fr;cb335245770;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k5664493c;monographie;Le bouquet présenté au Roy, le jour de sa feste, par le sieur J. B. D. L. R.;;J. B. D. L. R.. Fonction indéterminée;A. Boudeville (Paris);1649;;;10;80;Littérature:Généralités;gallica:theme:8:80 ¤ gallica:typedoc:monographies;bnf.fr;cb33272140k;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k5849463q;monographie;L'insatiable ou, L'ambitieux visionnaire. En vers burlesques.;;;A Paris, chez David Chambellan, au Mont S. Hilaire. 1650.;1650;;;10;80;Littérature:Généralités;gallica:theme:8:80 ¤ gallica:typedoc:monographies;bnf.fr;cb334318445;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k5425931q;monographie;Remontrance à Monsieur le cardinal. Burlesque;;;N. Jacquard (Paris);1649;;;10;80;Littérature:Généralités;gallica:theme:8:80 ¤ gallica:typedoc:monographies;bnf.fr;cb33581033h;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k55440291;monographie;Ode à nosseigneurs de la cour de parlement de Paris, sur l'arrest d'union donné le 1648...;;;N. Bessin (Paris);1649;;;10;84;Littérature francophone;gallica:corpus:LangRous1 ¤ gallica:theme:8:84 ¤ gallica:typedoc:monographies;bnf.fr;cb335158964;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k5849458d;monographie;Justes reproches de la France à Monsieur le Prince de Condé;;;imp. de J. Langlois (Paris);1649;;;10;84;Littérature francophone;gallica:theme:8:84 ¤ gallica:typedoc:monographies;bnf.fr;cb33444275q;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k5675913n;monographie;La Chasse aux satyres du temps . Vers burlesques;;;A Paris, M.DC.XLIX;1649;;;10;80;Littérature:Généralités;gallica:theme:8:80 ¤ gallica:typedoc:monographies;bnf.fr;cb359432074;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k5612063v;monographie;Le remerciement de la France à Nosseigneurs de Parlement sur le dernier arrest donné contre le cardinal Mazarin et ses adherans;;;Jean Boucher (Paris);1652;;;10;84;Littérature francophone;gallica:theme:8:84 ¤ gallica:typedoc:monographies;bnf.fr;cb335809254;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k56854151;monographie;Le carnaval des princes au bois de Vincennes.;;;A Paris, M. DC. L.;1650;;;10;84;Littérature francophone;gallica:corpus:IledeFr1 ¤ gallica:theme:8:84 ¤ gallica:typedoc:monographies;bnf.fr;cb332810361;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k57009016;monographie;L'Hommage des muses françoises aux pieds du Roy, par le sieur Du Pelletier;Du Pelletier, Pierre (16..-1680?). Auteur du texte;;C. Boudeville (Paris);1649;;;10;39;Coutume, folklore;gallica:theme:3:39 ¤ gallica:typedoc:monographies;bnf.fr;cb30378419s;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k56200126;monographie;Le siège d'Aubervilliers. En vers burlesques;;;;1649;;;10;84;Littérature francophone;gallica:corpus:IledeFr1 ¤ gallica:theme:8:84 ¤ gallica:typedoc:monographies;bnf.fr;cb33603243c;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k5676049g;monographie;Le cardinal errant;;;;1651;;;10;84;Littérature francophone;gallica:theme:8:84 ¤ gallica:typedoc:monographies;bnf.fr;cb33280658r;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k5427555c;monographie;Vers satyriques sur les noms et vies des Partisans etc.;;;;1649;;;14;80;Littérature:Généralités;gallica:theme:8:80 ¤ gallica:typedoc:monographies;bnf.fr;cb336414271;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k5700749b;monographie;Extase de la France mourant d'amour pour Jésus-Christ crucifié. En vers burlesques;;;C. Morlot (Paris);1649;;;10;80;Littérature:Généralités;gallica:theme:8:80 ¤ gallica:typedoc:monographies;bnf.fr;cb33385922z;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k5414619n;monographie;Le Mazarin portant la hotte, dit, J'ay bon dos, je porteray bien tout;;;[s.n.] (Paris);1649;;;10;84;Littérature francophone;gallica:theme:8:84 ¤ gallica:typedoc:monographies;bnf.fr;cb334759118;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k5610348k;monographie;La Nouvelle Mazarinade .;;;A Paris, M. DC. LII.;1652;;;10;84;Littérature francophone;gallica:theme:8:84 ¤ gallica:typedoc:monographies;bnf.fr;cb33511305n;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k56119412;monographie;Le portraict de l'inconstance des armes;;;;1649;;;12;84;Littérature francophone;gallica:theme:8:84 ¤ gallica:typedoc:monographies;bnf.fr;cb335437186;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k5660410v;monographie;L'Accueil faict a Son Eminence par les Bordelois;;;[S.l.] 1650;1650;;;10;80;Littérature:Généralités;gallica:theme:8:80 ¤ gallica:typedoc:monographies;bnf.fr;cb35939843w;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k5675957t;monographie;Les Charmans effects des barricades ou l'amitié durable de la compagnie des frères bachiques de Pique-Nique, en vers burlesques;;;;1649;;;10;80;Littérature:Généralités;gallica:theme:8:80 ¤ gallica:typedoc:monographies;bnf.fr;cb332969091;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k5661695z;monographie;Le bouquet sacré illuminant les Mazarins;;;;1652;;;10;80;Littérature:Généralités;gallica:theme:8:80 ¤ gallica:typedoc:monographies;bnf.fr;cb33272144z;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k5661665t;monographie;Le combat et le cartel de deffit de l'amour à la paix. En dialogue.;;;A Paris, chez Claude Morlot, ruë de la Bucherie, aux vieilles Estuves. M. DC. XLIX.;1649;;;12;80;Littérature:Généralités;gallica:theme:8:80 ¤ gallica:typedoc:monographies;bnf.fr;cb33312059n;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k5695367p;monographie;Le courier burlesque de la paix de Paris.;;;A Paris, M. DC. XLIX.;1649;;;14;80;Littérature:Généralités;gallica:theme:8:80 ¤ gallica:typedoc:monographies;bnf.fr;cb33330041h;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k5427564b;monographie;Vers burlesques envoyez à Monsieur Scarron sur l'arrivée du convoy à Paris;;;C. Boudeville (Paris);1649;;;14;84;Littérature francophone;gallica:theme:8:84 ¤ gallica:typedoc:monographies;bnf.fr;cb336412353;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k5612400q;monographie;Ode royal [sic] et pacifique dediee au Roy et à Monseigneur le Duc d'Anjou.;;;A Paris, chez Claude Morlot, ruë de la Bucherie, aux vieilles Estuves. M. DC. XLIX.;1649;;;10;84;Littérature francophone;gallica:corpus:LangRous1 ¤ gallica:theme:8:84 ¤ gallica:typedoc:monographies;bnf.fr;cb33516062v;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k5675934t;monographie;Les remerciemens de la France, Pour la Paix. A Monseigneur le prince de Conty.;Burnel. Auteur du texte;;A Paris, chez Mathurin Henault, ruë Sainct Jacques, à l'Ange Gardien. M. DC. XLIX. Avec Permission.;1649;;;10;80;Littérature:Généralités;gallica:theme:8:80 ¤ gallica:typedoc:monographies;bnf.fr;cb301786864;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k5851788c;monographie;La France rejouie par le genie du Roy. Pour la conservation de son royaume. Presentee a Sa Majesté.;Laisné (02). Auteur du texte;;A Paris, chez la vesve d'Antoine Coullon, ruë d'Escosse, aux trois Cremaillieres. M. DC. L. Avec permission.;1650;;;14;80;Littérature:Généralités;gallica:theme:8:80 ¤ gallica:typedoc:monographies;bnf.fr;cb30721473j;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k5676001n;monographie;Le chariot de triomphe de la paix en vers burlesques;;;Mathurin Henault (Paris);1649;;;14;80;Littérature:Généralités;gallica:theme:8:80 ¤ gallica:typedoc:monographies;bnf.fr;cb332966003;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k5722084j;monographie;La suitte du Te Deum françois, ou La Veue du Paradis à l'arrivée de Messieurs les Princes dans Paris;;;;1651;;;14;80;Littérature:Généralités;gallica:theme:8:80 ¤ gallica:typedoc:monographies;bnf.fr;cb33616258b;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k5707677g;monographie;La France à Monseigneur le duc d'Elbeuf, général des armées du Roy, parénétique. [Signé : Du Bos.];Du Bos, Matthieu. Auteur du texte;;;1649;;;20;80;Littérature:Généralités;gallica:theme:8:80 ¤ gallica:typedoc:monographies;bnf.fr;cb303602251;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k5660961w;monographie;Le Combat de deux autheurs sur le subjet de leurs pièces du temps, en vers burlesque;;;;1649;;;12;80;Littérature:Généralités;gallica:theme:8:80 ¤ gallica:typedoc:monographies;bnf.fr;cb33312013b;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k57077646;monographie;Art de bien dire des courtisans de la cour+ 01+ , qui consiste à bien enseigner. En vers burlesques;;;A Paris, chez Claude Morlot. M.DC.XLIX;1649;;;10;80;Littérature:Généralités;gallica:theme:8:80 ¤ gallica:typedoc:monographies;bnf.fr;cb335475743;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k56968758;monographie;Paris metamorphosé en un Paradis au retour de la paix. En vers burlesques.;;;A Paris, chez Claude Morlot, ruë de la Bucherie, aux vieilles Estuves. M. DC. XLIX. Avec permission.;1649;;;10;944;Histoire de France;gallica:theme:9:944 ¤ gallica:typedoc:monographies;bnf.fr;cb33526449z;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k5612919j;monographie;Cent quatre vers contre ceux qui font passer leurs libelles diffamatoires sous le nom d'autruy, par M. Scarron;Scarron, Paul (1610-1660). Auteur du texte;;T. Quinet (Paris);1651;;;10;84;Littérature francophone;gallica:theme:8:84 ¤ gallica:typedoc:monographies;bnf.fr;cb313083792;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k56951440;monographie;Le deslogement de la discorde sans trompette. Vers burlesques;;;[S. l.] M. DC. XLIX;1649;;;10;80;Littérature:Généralités;gallica:theme:8:80 ¤ gallica:typedoc:monographies;bnf.fr;cb33339276w;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k57081208;monographie;Balades servant a l'histoire des troubles advenus en Berry.;;;A Paris, M. DC. LII.;1652;;;10;80;Littérature:Généralités;gallica:theme:8:80 ¤ gallica:typedoc:monographies;bnf.fr;cb33254806d;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k5851766s;monographie;L'interprète des escrits du temps tant en proses qu'en rimes, et son sentiment burlesque sur iceux;;;;1649;;;10;80;Littérature:Généralités;gallica:theme:8:80 ¤ gallica:typedoc:monographies;bnf.fr;cb33437735c;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k5425500s;monographie;La résipiscence du cardinal Mazarin;;;;1649;;;10;44;Français;gallica:theme:4:44 ¤ gallica:typedoc:monographies;bnf.fr;cb335867460;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k55439930;monographie;Le burlesque remerciement des imprimeurs et colporteurs aux autheurs de ce temps;;;[s.n.][s.n.];1649;;;10;84;Littérature francophone;gallica:theme:8:84 ¤ gallica:typedoc:monographies;bnf.fr;cb33274882x;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k54261170;monographie;Voeux de la France à Monseigneur le Duc de Beaufort, avec les imprecations contre Mazarin;;;;1651;;;10;84;Littérature francophone;gallica:theme:8:84 ¤ gallica:typedoc:monographies;bnf.fr;cb33647466c;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k5695381z;monographie;Description de la paix particulière de la fortune universelle des plus grandes puissances de la terre du siècle présent . En vers burlesques;;;;1649;;;10;08;Collections générales;gallica:theme:0:08 ¤ gallica:typedoc:monographies;bnf.fr;cb33341260s;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k5791851j;monographie;Le Panégyrique du cardinal Mazarini, par L. A. P.;;L. A. P.. Fonction indéterminée;;1649;;;14;84;Littérature francophone;gallica:theme:8:84 ¤ gallica:typedoc:monographies;bnf.fr;cb33524883r;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k5679275k;monographie;Le Cartel burlesque entre deux amis, envoyé de Paris à Ruel, et refusé pendant la conférance;;;N. Jacquard (Paris);1649;;;12;84;Littérature francophone;gallica:theme:8:84 ¤ gallica:typedoc:monographies;bnf.fr;cb33281991n;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k5695884x;monographie;Le despit des muses contre Mazarin. En vers burlesques;;;M. DC. XLIX.;1649;;;10;80;Littérature:Généralités;gallica:theme:8:80 ¤ gallica:typedoc:monographies;bnf.fr;cb33342232s;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k5546044b;monographie;La chasse aux loups et aux renards, ou la fin d'aise des Maltotiers en vers Burlesques;;;;1649;;;10;84;Littérature francophone;gallica:theme:8:84 ¤ gallica:typedoc:monographies;bnf.fr;cb332971797;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k5720628c;monographie;Le Testament du diable d'argent, avec sa mort;;;;1649;;;14;80;Littérature:Généralités;gallica:theme:8:80 ¤ gallica:typedoc:monographies;bnf.fr;cb33623771d;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k5612672w;monographie;La synagogue mise en son lustre : avec l'épitaphe de bourgeois pour mettre sur son Tombeau;;;[S. l.] M. DC. LII.;1652;;;14;84;Littérature francophone;gallica:theme:8:84 ¤ gallica:typedoc:monographies;bnf.fr;cb336185966;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k5612448j;monographie;Les trahisons descouvertes et le peuple vendu. Dediez à Monseigneur le duc de Beaufort;;;M. DC. XLIX.;1649;;France (1643-1715, Louis XIV);10;84;Littérature francophone;gallica:theme:8:84 ¤ gallica:typedoc:monographies;bnf.fr;cb336282837;cb421393414 ¤ cb421401559;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k6116921v;monographie;Les sentimens de la France sur la délivrance de messieurs les princes, presentez à Monseigneur le Prince de Condé. Par le Pere P. de Vallongnes de la Compagnie de Jesus.;Vallongnes, Pierre de (1622-1691). Auteur du texte;;"A Paris, chez Jean Henault, Ruë S. Jacques à l'Image sainct Raphaël, au dessous de S. Benoist ; Et Au Palais, en la Salle Daufine, à l'Ange Gardien. M. DC. LI.";1651;;;16;80;Littérature:Généralités;gallica:theme:8:80 ¤ gallica:typedoc:monographies;bnf.fr;cb31525353d;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k54259873;monographie;Triolets sur le ton royal, pour la conférence de Ruel;;;J. Guillery (Paris);1649;;;12;84;Littérature francophone;gallica:theme:8:84 ¤ gallica:typedoc:monographies;bnf.fr;cb336315064;cb421393414;domaine public
https://gallica.bnf.fr/ark:/12148/bpt6k5425929n;monographie;La response du boulanger au Patissier en colere contre les boulangers & les taverniers. En vers burlesques.;;;A Paris, chez Nicolas de La Vigne, prés Sainct Hilaire. M. DC. XLIX. Avec permission.;1649;;;10;80;Littérature:Généralités;gallica:theme:8:80 ¤ gallica:typedoc:monographies;bnf.fr;cb33583804m;cb421393414;domaine public
